text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
"The modified custom Android OS can be problematic at time. It's glitchy, fussy, and appears to be unstable in my opinion. Things on it get copied and pasted out of nowhere without your intervention. The screen is sometimes unresponsive or gets very jumpy. The finger sensor on the front is so dumb and leaves excessive prints on your screen. If you buy a screen protector, the fingerprint sensor will struggle to read your fingerprint. This phone is slower than expected because of the burned in bloatware. I am not seeing the speed as a Snapdragon Gen 2 should be, and that is because of the bloatware. One of my older phones seem about the same speed as this one. This phone isn't fast. The selection of mobile carriers will disappoint you. I could not get Verizon and the many Verizon sub-carriers to work with it. But AT&T and T-Mobile and their sub-carriers are a go. This phone is overpriced in my opinion. Buy a different phone, please if you are going to spend that kind of money.",-0.6723,0.09416666666666666,-0.8385341898166276,0.2356522225002049,0.0,6.533273e-07,1,-0.025859235331782773,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,46,32
"First off, I'm not a power user, so I can't speak to processor speed, ability to game, or any of that. 3/4 or more of the time I use it as strictly a phone, I don't even have data or WiFi turned on because I don't need it. This replaced a Moto Stylus that was losing battery capacity and was old enough to not warrant replacing the battery, which isn't easy anymore.Battery life is better than the Stylus when it was new, and that's saying something.  If I'm just around the house, not using mobile data or WiFi, in a couple of days the battery may drop to 80% or so...which is pretty good because I'm in an area with lousy cell coverage, with the phone varying between towers in two different time zones. That's a battery eater, but this phone handles it well. It also seems to connect easier and with a better signal than the Stylus in the same areas. Granted the Stylus is 4g and this is 5g, but at my house there are no 5g signals, so everything here is 4g LTE.Camera? Again I'm not a professional photographer, but the camera seems to be every bit as good as the one on the Stylus, which people rate highly. The pictures I've taken have come out well and I'm happy with the camera.I rate the audio quality, of both the handset and external speaker on phone calls as better than the Stylus. The media audio has a 200% setting that is way overdrive in volume, I have some hearing loss and it's way too loud for me.Changeover was easier than I've ever had. Most of my apps transferred with their settings and passwords, and yesterday when I went to set up Bluetooth for my cheap radio in my old truck, I was shocked to find that somehow it had set up itself.... I had phone functions and BT Audio (aka Sirius) without having to pair and enter numbers. The phone also pops up to tell me about apps running in the background that are wasting battery, and gives the option to optimize them for battery life which is great.All told, I don't have many complaints. The method to power off is not instinctive, but it does prevent accidental turn offs.All in all, if you're a normal person looking for a phone first and internet toy second, I think you'll be happy.",0.9858,0.22265656565656566,0.1514463080616677,0.11715670909737774,0.0,3.9199244e-06,1,0.3538662146771499,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,108,74
"This phone is a dream come true for me. Mid range price with excellent battery life, super processing power, and good storage. I honestly can't find much to complain about other than it's limited on android updates past a certain point. I read it will receive up to four years of android upgrades and then an additional year of security patches. By then it'll definitely be time to upgrade anyway.",0.9643,0.2459325396825397,0.002143587415710746,0.008513051805995042,1.0,0.857949,1,0.5826911710546627,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,23,9
really nice!!,0.5686,0.9375,0.0003120369667126699,-0.0002695292983521079,1.0,0.8879769,1,0.6277313417871827,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,0,0
"Here's why I'm giving 4 stars instead of 5.I have used the charger that came with the phone; it gets hot.I used another charger, it takes a long time and a message shows up that it's 'slow charging'I bought a wireless charger and it still takes forever to charge.I might end up sending the phone back.Other than the charging issue, the phone is in (physical) pristine condition.",0.34,-0.11666666666666668,-0.7216464787067429,-0.004910191136466846,0.0,0.83234644,1,0.1898747289788137,1,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,16,17
It was just like buying it at Best Buy but cheaper.,0.5187,1.0,0.3769663274055357,0.06602149541676594,0.0,0.29658172,1,0.46546707688109773,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Neutral,3,2
"I almost didn't buy it when I saw the review stating it didn't work on Visible by Verizon. I went ahead anyway and found out it works perfectly. It activated and connected to 5g with no problem. It is not a flagship phone, but for the money it is a great value. It has all the features that I'll ever need.",0.9158,0.9,0.013810864056267302,0.005490042945841281,0.0,3.3669319e-06,1,0.40501489627628384,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,10,12
"I just didn't want to throw out another phone once the battery died. This phone does what I need it to do, and seems pretty rugged. Now I need to find a charger so I can refresh the batteries while not in the phone. I hate planned obsolescence, I don't need the newest (b)leading edge technology, Just a smart phone that will last more than a couple of years.",-0.3863,0.03285714285714285,-0.3439017852890309,0.03287349466550041,0.0,2.0935868e-06,1,0.04793299226005495,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,15,14
"Worst experience I've had buying a phone, recieved the phone promptly and on time and appeared to be in good conditions basicslly brand new. I purchased it because the listing specified it was a t-mobile phone. Recieved the phone and turns out it was an att phone, no biggie I just won't have t-mobile apps on it. Well I was wrong I popped my sim in and the phone said the device was locked after spending the better part of the day on the phone and exchanging emails with Samsung and art customer support I came to find out that the phone is either stolen or not paid off so att refuses to unlock it for service with other carriers. Now I have to start the annoying return process.",-0.6908,-0.15551948051948056,-0.623252315818923,-0.7788730392334632,0.0,5.731105e-07,1,-0.17834918035162003,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,33,30
Security support until the year 2027.,0.6249,0.0,0.4205452326795047,0.03610021928120588,0.0,0.4222591,1,0.3576863634702348,0,Positive,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,3,0
"Ordered the renewed ""used-good"" option. Did have a few thin minor scratches on the front screen, but once I put on a screen protector they disappeared/aren't visible. No scratches on camera. Phone itself works well. Has the Samsung sync thing which makes it easy to transfer from your old device to new (if it's Samsung, too)",0.833,0.0032828282828282623,0.024186390185739093,0.011279650974757749,1.0,0.91709083,1,0.5412628146614897,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,19,8
"And it is a constant reminder that by keeping this phone, you are in fact settling.This is OnePlus’ flagship phone for 2023 and it does not support wireless charging.The battery technology is amazing, I will admit, but does not really make a difference if you don’t even have the option to charge wirelessly in today’s world. Too many accessories and benefits lost by not having this on the phone.When I say the battery tech is impressive, it charged it from 46% to 100% in 20-something minutes.Otherwise it seems up to par with flagship devices, so I won’t give it 1-star. It just doesn’t work for me. I assumed it had the capability, as the recommended product for it was OnePlus’ own wireless charger. Got a pretty good deal on it, so I guess I now know why…Remember, from OnePlus themselves, ‘Never Settle.’",0.9487,0.44375,0.0880455394210351,-0.3153791781349682,0.0,0.8709084,1,0.4337178201201165,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,38,28
